Time,swd_1,swu_1,lwd_1,lwu_1,batt_v_0,t_0,rh_0,p_0,swd_0,swu_0,lwd_0,lwu_0,SHF,LHF,Tc1,wspd_0,Tc2,wdir_0,batt_v_1,rh_1,rh_2,rh_3,rh_4,rh_5,t_1,t_2,t_3,t_4,t_5,wspd_1,wdir_1
2023-09-22 10:00:00,357.1503,82.9991,340.6182,394.1166,4.5075,15.46,77.31,1001.8,332.2,77.7,356.85,409.15,46.3848,173.25,-999,1.454,-999,179.85,12.9783,74.4961,74.7612,73.0722,73.8642,74.226,15.2706,15.1284,15.5552,14.7117,15.174,1.2986,60.518
2023-09-22 11:00:00,572.5756,143.9354,336.6604,406.8087,5.224,16.96,72.105,1001.85,545.95,138.65,354.55,422.8,77.8602,246.125,-999,1.3525,-999,183.3,13.428,68.7225,68.9122,66.9128,68.039,68.4135,16.5876,16.4465,17.0086,16.039,16.4685,1.3786,69.074
2023-09-22 12:00:00,418.9475,102.2832,335.717,401.3128,5.2325,17.315,68.13,1002.45,400.2,101.4,354.0,418.6,53.5634,224.125,-999,1.255,-999,184.65,13.4902,63.5516,63.6444,61.5452,62.8246,63.2815,17.0774,16.9322,17.6127,16.5292,16.9682,1.2252,61.7534
2023-09-22 13:00:00,257.8571,62.1501,351.6094,396.217,5.232,17.075,69.555,1002.7,248.55,63.6,368.45,412.6,18.7748,118.25,-999,0.864,-999,193.4,13.3213,64.8482,64.913,63.1714,64.161,64.516,16.8834,16.772,17.3146,16.33,16.8104,0.8604,88.3043
2023-09-22 14:00:00,171.676,42.0122,352.113,390.4824,5.2385,16.53,71.045,1003.05,167.35,44.1,368.5,406.6,9.3874,92.125,-999,0.8945,-999,235.3,13.066,66.3078,66.368,64.6914,65.6086,65.9095,16.4752,16.3553,16.8468,15.9158,16.4077,0.8623,135.7154
2023-09-22 15:00:00,159.8519,39.4128,356.3986,389.37,5.2475,16.175,72.255,1003.35,155.55,41.75,372.8,405.05,4.4176,90.75,-999,0.801,-999,198.6,13.067,68.0266,68.1088,66.3,67.4025,67.6694,16.11,15.9972,16.4932,15.5308,16.0314,0.7676,82.1456
2023-09-22 16:00:00,56.423,14.6483,350.5386,381.5504,5.2535,15.185,79.58,1003.5,56.45,17.6,365.95,396.5,-5.522,35.75,-999,0.468,-999,147.9,12.7657,76.8068,76.9575,75.4682,76.2684,76.3727,15.1942,15.1032,15.4512,14.6165,15.1524,0.4326,11.9879
2023-09-22 17:00:00,18.5858,5.7062,349.7579,377.2098,5.239,14.625,82.295,1003.65,20.1,8.7,364.75,391.7,-4.4176,13.75,-999,0.2035,-999,147.55,12.6254,79.5018,79.6926,78.3242,78.9605,79.0125,14.7198,14.6345,14.9318,14.1588,14.7048,0.2022,20.612
2023-09-22 18:00:00,-1.2529,1.6281,358.2972,374.6532,5.1965,13.89,88.08,1004.2,1.4,4.85,375.75,388.6,-3.3132,41.25,-999,0.097,-999,139.75,12.5098,86.5938,86.8766,85.3592,86.1642,86.2648,14.0222,13.9378,14.1773,13.4568,13.9755,0.0894,4.7196
2023-09-22 19:00:00,-1.1922,1.8802,362.6244,373.4432,5.16,13.42,91.005,1004.9,1.35,5.1,377.7,387.15,-5.522,13.75,-999,0.5415,-999,237.7,12.4248,90.1166,90.3284,89.4217,89.7716,89.675,13.561,13.4775,13.6498,12.9808,13.5062,0.5398,130.5789
2023-09-22 20:00:00,-1.396,2.0624,359.6102,369.462,5.124,12.645,89.59,1005.85,1.25,5.5,372.8,382.8,-5.522,39.875,-999,0.6325,-999,242.05,12.3516,88.1233,88.3217,87.535,87.7984,87.5566,12.7593,12.6858,12.8215,12.1706,12.723,0.686,131.917
2023-09-22 21:00:00,-1.0512,1.6838,360.3358,368.4222,5.095,12.335,92.145,1006.25,1.4,4.85,370.9,381.55,-2.761,86.625,-999,0.4545,-999,241.0,12.2844,91.4816,91.815,90.865,91.2034,90.9884,12.4349,12.3381,12.485,11.841,12.3933,0.5023,123.0951
2023-09-22 22:00:00,-1.1582,1.6528,358.5926,363.6879,5.0625,11.765,94.245,1006.5,1.15,4.7,362.05,376.55,-3.8654,15.125,-999,0.3155,-999,195.5,12.2204,94.3067,94.6734,93.42,94.0416,93.8783,11.83,11.7404,11.9288,11.2474,11.797,0.2599,67.5302
2023-09-22 23:00:00,-1.1338,2.149,357.8558,363.0071,5.0315,11.575,93.05,1007.05,1.35,5.35,361.85,375.7,-11.044,16.5,-999,0.413,-999,179.15,12.1572,91.9717,92.0333,91.9833,91.4983,91.2084,11.6722,11.6278,11.6592,11.1136,11.6824,0.4213,77.101
2023-09-23 00:00:00,-0.9478,2.1752,359.7123,364.4202,4.9955,11.87,90.795,1007.65,1.65,5.45,366.75,377.3,-9.3874,83.875,-999,0.5565,-999,208.25,12.0943,89.16,89.45,89.2984,88.7834,88.5966,11.9556,11.8704,11.9115,11.3818,11.942,0.543,97.1769
2023-09-23 01:00:00,-0.6288,1.1928,359.4226,364.301,4.963,11.565,94.795,1007.85,1.55,4.1,366.7,377.0,-5.522,-24.75,-999,0.418,-999,169.95,12.043,95.5866,96.2383,94.4484,95.4816,95.285,11.5516,11.4462,11.6442,10.9517,11.5103,0.3432,47.8
2023-09-23 02:00:00,-0.7368,1.4108,358.9392,363.4358,4.9325,11.475,95.6,1008.25,1.4,4.25,364.85,376.05,-7.1786,-24.75,-999,0.5455,-999,162.6,12.0038,96.28,96.6816,95.9084,96.0117,95.7967,11.5188,11.4544,11.5466,10.9538,11.5133,0.5491,23.2704
2023-09-23 03:00:00,-0.9588,1.4938,358.5314,362.064,4.9015,11.5,95.73,1008.7,1.25,4.5,362.35,374.7,-11.044,17.875,-999,0.4545,-999,173.4,11.9753,96.5,96.905,96.22,96.22,95.9184,11.5388,11.458,11.5318,10.9764,11.5386,0.4834,47.7436
2023-09-23 04:00:00,-1.5308,1.9053,356.0178,358.7221,4.865,11.525,95.64,1009.15,0.85,5.15,360.05,372.0,-7.7308,-4.125,-999,0.391,-999,163.0,11.952,96.1433,96.5216,95.9716,95.9,95.48,11.6147,11.547,11.6072,11.0384,11.622,0.4072,37.8884
2023-09-23 05:00:00,-0.1454,1.5172,359.7879,362.1176,4.8365,11.695,95.76,1009.9,2.1,4.45,368.8,374.85,-4.9698,6.875,-999,0.5075,-999,169.05,11.9375,96.455,96.82,96.505,96.1567,95.7667,11.7844,11.7175,11.732,11.2008,11.7805,0.526,37.6098
2023-09-23 06:00:00,22.9496,8.348,358.6078,361.573,4.852,11.63,95.33,1010.75,25.85,11.45,364.95,374.35,-7.1786,9.625,-999,0.6315,-999,179.95,11.9332,95.81,96.0534,95.71,95.4234,95.0516,11.6918,11.6195,11.7238,11.1286,11.6934,0.5925,55.7558
2023-09-23 07:00:00,81.893,26.924,365.8517,370.5544,5.1335,12.54,93.415,1011.6,83.15,29.85,372.8,382.6,2.761,30.25,-999,0.6985,-999,174.15,12.0556,93.5784,93.9066,93.385,93.09,92.7117,12.4442,12.3735,12.5078,11.8905,12.443,0.7699,46.7612
2023-09-23 08:00:00,199.2298,53.9376,374.7133,379.9896,5.2365,13.815,90.67,1012.75,196.1,56.9,375.7,394.1,18.2226,60.5,-999,0.783,-999,186.4,12.5916,90.825,91.4,89.4866,90.36,90.2066,13.5186,13.4063,13.8045,12.975,13.4735,0.7382,53.3978
2023-09-23 09:00:00,241.5527,62.9136,381.5671,387.4356,5.234,14.465,89.38,1013.65,236.5,64.85,380.05,401.8,22.6402,46.75,-999,0.9285,-999,189.3,13.0628,88.8633,89.345,86.9667,88.4284,88.27,14.234,14.1298,14.5868,13.6843,14.1953,0.953,58.6342
2023-09-23 10:00:00,101.0776,25.8948,376.0738,382.2202,5.2445,14.49,91.925,1014.4,103.05,29.1,386.7,396.55,8.8352,497.75,-999,0.7925,-999,224.35,12.7147,92.4584,92.8567,90.495,92.2716,92.1816,14.3346,14.2318,14.657,13.7638,14.2825,0.754,126.3788
2023-09-23 11:00:00,456.0115,115.558,375.2019,405.2688,5.234,16.29,84.935,1015.2,451.45,117.8,387.65,419.95,83.9344,277.75,-999,0.905,-999,233.1,13.6998,84.8776,86.3164,82.772,84.45,84.558,15.697,15.4612,16.1005,15.1568,15.6345,0.9177,122.717
2023-09-23 12:00:00,472.4524,118.5937,367.5652,406.6341,5.227,17.225,77.855,1015.85,458.95,119.95,369.2,423.4,42.5194,207.625,-999,1.2235,-999,244.55,13.4985,75.1692,76.3805,72.6745,74.737,74.7147,16.8357,16.5787,17.4104,16.3013,16.7692,1.2234,133.589
2023-09-23 13:00:00,511.7172,127.4437,358.5047,409.8922,5.2335,17.855,72.355,1016.6,489.7,129.35,372.45,427.3,61.2942,262.625,-999,1.2535,-999,239.4,13.5553,68.7732,69.25,66.9576,68.2615,68.1382,17.4188,17.2332,17.8568,16.8835,17.384,1.2856,135.9673
2023-09-23 14:00:00,235.8199,56.4836,359.646,396.4978,5.237,16.865,75.645,1017.45,228.15,58.2,376.6,413.35,22.088,143.0,-999,1.301,-999,244.15,13.2476,71.6914,72.0127,69.7585,71.1073,71.2585,16.7728,16.627,17.2445,16.2308,16.706,1.2754,130.6442
2023-09-23 15:00:00,129.4535,32.5436,362.0498,390.352,5.251,16.235,79.7,1017.95,127.05,34.8,377.95,406.15,8.283,83.875,-999,0.907,-999,241.95,12.9778,76.5343,76.789,75.2244,75.983,76.0312,16.158,16.0378,16.4142,15.5902,16.0995,0.8716,129.1416
2023-09-23 16:00:00,73.1992,17.8924,327.1773,381.2344,5.2525,16.0,81.75,1018.75,72.1,21.45,343.95,397.0,0.5522,46.75,-999,0.6955,-999,244.5,12.8174,79.1377,79.3869,77.8029,78.6462,78.601,15.9334,15.8462,16.1773,15.3565,15.885,0.6448,127.187
2023-09-23 17:00:00,24.3797,6.6666,324.7757,374.1356,5.2475,15.4,81.965,1019.45,25.95,10.2,340.85,389.25,-14.9094,31.625,-999,0.667,-999,240.65,12.6593,78.2478,78.3772,77.4375,77.7538,77.7225,15.5646,15.4974,15.6954,14.9855,15.5342,0.6318,125.1156
2023-09-23 18:00:00,0.3923,1.159,356.491,375.3866,5.211,14.79,84.13,1020.2,2.75,4.25,371.5,389.8,-5.522,22.0,-999,0.5115,-999,240.55,12.552,80.6096,80.7757,80.2712,80.1129,80.046,14.9972,14.9232,15.0375,14.4324,14.9924,0.5286,123.5002
2023-09-23 19:00:00,-1.8662,0.8148,333.5582,367.5906,5.1705,13.81,88.525,1021.0,0.85,4.2,348.35,381.95,-4.9698,9.625,-999,0.093,-999,191.8,12.4759,86.18,86.5984,84.756,85.804,85.626,14.0738,13.9788,14.2713,13.502,14.0445,0.1294,66.8697
2023-09-23 20:00:00,-0.976,1.7172,328.7014,364.3106,5.1405,13.065,91.655,1021.8,1.55,4.95,343.65,378.15,-2.2088,2.75,-999,0.096,-999,144.4,12.4075,89.3284,89.65,89.3016,88.8484,88.6634,13.3982,13.3096,13.368,12.8479,13.3856,0.1206,9.0096
2023-09-23 21:00:00,-1.6168,2.0713,314.9607,352.3524,5.11,11.64,95.35,1022.3,1.3,5.95,335.55,366.6,-0.5522,-2.75,-999,0.064,-999,157.9,12.3464,96.1416,97.1183,94.4633,96.2817,96.0667,12.0162,11.885,12.0755,11.3983,11.9254,0.0656,17.158
2023-09-23 22:00:00,-1.084,2.532,332.7074,354.535,5.0805,11.345,96.475,1022.8,1.45,6.1,348.25,367.4,-7.7308,-2.75,-999,0.145,-999,127.65,12.2878,95.7234,96.0034,96.7267,95.3616,95.1983,11.7385,11.6822,11.5584,11.1996,11.747,0.1452,11.2396
2023-09-23 23:00:00,-1.4719,2.153,335.3121,354.6894,5.0485,11.065,96.34,1022.95,0.9,5.55,350.8,367.3,-10.4918,-6.875,-999,0.2675,-999,127.0,12.231,95.14,95.4633,95.4484,94.77,94.4283,11.4135,11.345,11.3452,10.858,11.4357,0.2622,184.7068
2023-09-24 00:00:00,-1.6378,2.0506,334.2406,352.226,5.017,10.53,96.65,1023.2,0.9,5.55,350.45,364.5,-6.6264,-6.875,-999,0.34,-999,112.05,12.1755,96.32,96.85,96.0683,96.0917,95.7617,10.7838,10.696,10.796,10.2245,10.7818,0.2694,350.3708
2023-09-24 01:00:00,-1.5602,2.0291,333.8708,351.5354,4.984,10.285,96.665,1023.35,0.8,5.4,350.55,363.9,-8.283,-5.5,-999,0.506,-999,125.75,12.121,95.9367,96.1734,96.31,95.57,95.2934,10.5625,10.5073,10.5068,10.0073,10.5622,0.4032,3.3682
2023-09-24 02:00:00,-1.7287,2.2387,330.6166,347.2648,4.9485,9.585,96.945,1023.45,0.8,5.7,347.1,359.25,-4.9698,-2.75,-999,0.24,-999,137.55,12.063,96.3683,96.9466,96.2484,96.2766,95.9316,9.9417,9.847,9.8866,9.3492,9.9002,0.209,18.0788
2023-09-24 03:00:00,-1.6629,2.2941,329.9611,345.9922,4.9175,9.14,97.03,1023.65,0.85,5.7,346.3,357.75,-8.283,-1.375,-999,0.3595,-999,119.6,12.0144,96.5516,96.9633,96.8616,96.39,96.04,9.4646,9.3798,9.3718,8.8792,9.4426,0.2833,180.2281
2023-09-24 04:00:00,-1.6605,2.1808,329.1688,344.2464,4.8885,8.735,96.95,1024.15,0.85,5.5,345.35,355.75,-8.283,-4.125,-999,0.357,-999,122.9,11.9748,96.2383,96.53,96.6034,95.97,95.6334,9.0518,8.9895,8.9878,8.4886,9.0564,0.2702,354.85
2023-09-24 05:00:00,-0.4414,2.558,329.4174,343.1288,4.857,8.485,96.955,1024.35,2.2,5.9,345.4,354.5,-6.0742,-1.375,-999,0.2505,-999,110.3,11.9435,96.29,96.6667,96.5516,96.0216,95.645,8.8144,8.7358,8.7527,8.2552,8.8212,0.1802,350.9466
2023-09-24 06:00:00,26.9556,11.3424,332.0033,346.5398,4.9005,8.83,96.375,1024.75,30.6,14.2,348.1,357.8,-10.4918,-1.375,-999,0.5785,-999,131.2,11.9253,95.5767,95.73,96.4266,95.1384,94.8716,9.0468,8.994,8.9145,8.4902,9.0538,0.4636,2.4888
2023-09-24 07:00:00,111.644,44.2198,336.8216,355.6971,5.145,10.535,91.195,1025.5,67.35,39.95,352.05,365.7,-6.0742,13.75,-999,0.688,-999,123.0,12.0422,90.6416,90.7483,91.0733,89.9384,89.7,10.1948,10.1602,10.2598,9.6923,10.2318,0.6024,357.8396
2023-09-24 08:00:00,305.918,94.4252,320.3656,378.2433,5.218,14.23,80.0,1025.85,334.55,95.75,361.45,387.0,20.4314,88.0,-999,0.75,-999,147.1,13.2917,80.2904,80.7607,78.5043,79.7176,79.9764,13.1074,12.9875,13.7856,12.578,13.041,0.6562,16.1695
2023-09-24 09:00:00,444.7711,113.1597,302.1108,394.3947,5.2195,16.32,73.36,1026.15,442.8,117.7,327.65,409.6,36.9974,145.75,-999,1.056,-999,168.65,13.5714,71.0363,71.4057,67.2772,70.4433,70.8775,15.545,15.3922,16.5348,14.9886,15.4252,0.8918,43.9468
2023-09-24 10:00:00,548.217,134.9446,308.3592,405.445,5.22,17.825,69.61,1025.65,534.25,135.95,328.55,422.95,61.2942,210.375,-999,1.081,-999,161.25,13.2908,66.1008,66.3098,63.4746,65.4826,65.9015,17.1314,16.9933,17.8164,16.5922,17.0052,1.0034,34.096
2023-09-24 11:00:00,514.0858,127.6728,323.1088,407.4219,5.2265,18.605,64.085,1025.55,496.55,125.6,343.6,425.95,45.2804,198.0,-999,1.1135,-999,176.6,13.3638,59.1767,59.256,56.8288,58.4973,58.9746,18.1765,18.0338,18.8495,17.6322,18.0655,1.0846,54.4226
2023-09-24 12:00:00,600.9936,150.3085,317.812,411.0102,5.221,19.285,61.735,1025.3,571.4,149.5,338.1,429.4,56.3244,273.625,-999,1.332,-999,169.4,13.4906,56.1855,56.1972,54.5946,55.5015,55.9468,18.719,18.5787,19.2096,18.1713,18.627,1.3156,42.4933
2023-09-24 13:00:00,548.0362,134.6732,317.84,411.8194,5.228,19.9,59.74,1024.85,522.95,139.5,338.35,430.8,41.415,250.25,-999,1.26,-999,171.0,13.5218,54.1098,54.0811,52.2868,53.4138,53.8043,19.3498,19.201,19.9235,18.7884,19.2494,1.1589,37.9722
2023-09-24 14:00:00,458.1532,113.6226,318.6018,408.4212,5.2285,19.955,59.83,1024.35,438.05,122.25,339.25,427.95,25.4012,224.125,-999,1.1795,-999,159.65,13.5568,53.2558,53.3188,51.0285,52.6044,53.0092,19.7395,19.5634,20.4578,19.1722,19.6073,1.1349,27.6821
2023-09-24 15:00:00,331.5982,78.742,317.4799,400.3944,5.247,20.13,58.675,1023.75,310.45,88.3,338.0,419.75,-2.761,158.125,-999,1.12,-999,154.0,13.4936,52.6676,52.6153,50.1103,52.0085,52.3794,19.6762,19.5252,20.532,19.1044,19.566,1.0559,28.139
2023-09-24 16:00:00,47.6506,7.9144,313.835,379.1131,5.2605,18.75,61.48,1023.65,43.1,12.95,332.6,396.65,-28.7144,67.375,-999,0.928,-999,152.2,12.8113,54.2554,54.0916,52.9835,53.5314,53.902,18.8526,18.763,19.2196,18.2902,18.8103,0.8738,25.764
2023-09-24 17:00:00,16.7216,4.1474,310.1811,369.2102,5.2385,16.985,68.08,1023.3,18.9,8.2,327.35,385.25,-33.132,49.5,-999,0.501,-999,143.95,12.6895,60.555,60.4062,59.9544,59.8878,60.2014,17.4263,17.3478,17.5382,16.8654,17.379,0.461,22.3184
2023-09-24 18:00:00,-0.7982,2.2772,307.742,360.2064,5.193,15.02,76.565,1023.25,2.05,6.1,323.7,375.2,-24.2968,19.25,-999,0.3185,-999,137.6,12.5995,70.2102,70.1378,69.9793,69.6694,69.8355,15.659,15.5935,15.629,15.0737,15.6144,0.2645,15.5146
